scene,objective,predictor,target,seed,lr,FP,outside,n_eval,final_loss,rmse_interior,optimizer_gap,settle_frac,pred_std,collapsed,failed
fronto_d1.0,position,cnn_small,mixed,1000,0.01,0.28125,0.71875,96,0.0003138702595606446,0.00012872340567677643,nan,0.000705718994140625,0.48881469677845824,False,False
fronto_d1.0,position,cnn_small,mixed,1001,0.01,0.2708333333333333,0.7291666666666666,96,0.000239401517319493,2.0186006291410328e-05,nan,0.0014840364456176758,0.4888635916506234,False,False
fronto_d1.0,position,cnn_small,mixed,1002,0.01,0.28125,0.71875,96,0.0003564383659977466,1.9089695386437556e-05,nan,0.0006096363067626953,0.4888254287205047,False,False
fronto_d1.0,position,cnn_small,mixed,1003,0.01,0.28125,0.71875,96,0.00034127544495277107,3.5271004377798296e-05,nan,0.002315521240234375,0.48874540164875524,False,False
fronto_d1.0,position,cnn_small,mixed,1004,0.01,0.28125,0.71875,96,0.0002912970958277583,0.00014601391422990634,nan,0.0006105899810791016,0.4888135436475821,False,False
fronto_d1.0,position,cnn_small,mixed,1005,0.01,0.2708333333333333,0.7291666666666666,96,0.0004029559204354882,7.224719619602655e-05,nan,0.0009248256683349609,0.48877618430820996,False,False
fronto_d1.0,position,cnn_small,mixed,1006,0.01,0.28125,0.71875,96,0.0003267502470407635,4.914351233484375e-05,nan,0.0018801689147949219,0.48880596133496595,False,False
fronto_d1.0,position,cnn_small,mixed,1007,0.01,0.2916666666666667,0.7083333333333334,96,0.0002401436649961397,2.139841228389166e-05,nan,0.0008213520050048828,0.48881298377328386,False,False
fronto_d1.0,position,cnn_small,mixed,1008,0.01,0.2708333333333333,0.7291666666666666,96,0.00036825425922870636,1.2886727651655683e-05,nan,0.0022652149200439453,0.4887612757070706,False,False
fronto_d1.0,position,cnn_small,mixed,1009,0.01,0.2708333333333333,0.7291666666666666,96,0.0003520095779094845,1.3274701237075268e-05,nan,0.0008161067962646484,0.48887056797831097,False,False
fronto_d1.0,position,cnn_large,clean,1000,0.01,0.0625,0.9375,96,0.0015507719945162535,0.0005441487673970518,nan,0.003686666488647461,0.49059062925310876,False,False
fronto_d1.0,position,cnn_large,clean,1001,0.01,0.03125,0.96875,96,0.0008798689814284444,0.00045460260218527134,nan,0.0023958683013916016,0.49088392216653065,False,False
fronto_d1.0,position,cnn_large,clean,1002,0.01,0.11458333333333333,0.8854166666666666,96,0.002448644256219268,0.00038393913705170004,nan,0.0038101673126220703,0.4900479693412501,False,False
fronto_d1.0,position,cnn_large,clean,1003,0.01,0.0,1.0,96,0.4073854088783264,0.629575327793886,nan,6.651878356933594e-05,0.0,True,True
fronto_d1.0,position,cnn_large,clean,1004,0.01,0.0625,0.9375,96,0.002015650738030672,0.0005974359728473103,nan,0.0014178752899169922,0.49044309612741266,False,False
fronto_d1.0,position,cnn_large,clean,1005,0.01,0.0625,0.9375,96,0.0014184118481352925,0.00020026624731598678,nan,0.003477334976196289,0.490502144661025,False,False
fronto_d1.0,position,cnn_large,clean,1006,0.01,0.041666666666666664,0.9583333333333334,96,0.001111087272875011,0.0003228114822592791,nan,0.0015158653259277344,0.49071358044459007,False,False
fronto_d1.0,position,cnn_large,clean,1007,0.01,0.07291666666666667,0.9270833333333334,96,0.001503212726674974,0.00029596185409671286,nan,0.002358675003051758,0.49041886079992797,False,False
fronto_d1.0,position,cnn_large,clean,1008,0.01,0.13541666666666666,0.8645833333333334,96,0.002895670011639595,0.0003595836111529572,nan,0.00496220588684082,0.48997433458817957,False,False
fronto_d1.0,position,cnn_large,clean,1009,0.01,0.0625,0.9375,96,0.0017810213612392545,0.0006947873990155455,nan,0.003057241439819336,0.4905016218925149,False,False
fronto_d1.0,position,cnn_large,mixed,1000,0.01,0.34375,0.65625,96,0.0012708216672763228,1.2804299878080157e-05,nan,0.0013871192932128906,0.4884973282795425,False,False
fronto_d1.0,position,cnn_large,mixed,1001,0.01,0.3333333333333333,0.6666666666666666,96,0.0006977604934945703,0.0003490450905155768,nan,0.0015377998352050781,0.4887547729248757,False,False
fronto_d1.0,position,cnn_large,mixed,1002,0.01,0.28125,0.71875,96,0.0018441426800563931,0.0017249851414807545,nan,0.004958391189575195,0.4883867578477783,False,False
fronto_d1.0,position,cnn_large,mixed,1003,0.01,0.0,1.0,96,0.40826407074928284,0.6295406558489889,nan,0.0019638538360595703,0.0,True,True
fronto_d1.0,position,cnn_large,mixed,1004,0.01,0.2604166666666667,0.7395833333333334,96,0.0010619527893140912,0.0002864529159318214,nan,0.002550840377807617,0.48870381970327603,False,False
fronto_d1.0,position,cnn_large,mixed,1005,0.01,0.3541666666666667,0.6458333333333334,96,0.0025030530523508787,0.0009508261302074922,nan,0.003917694091796875,0.48780042688332526,False,False
fronto_d1.0,position,cnn_large,mixed,1006,0.01,0.2708333333333333,0.7291666666666666,96,0.0008880734676495194,0.00034692191624861987,nan,0.0008409023284912109,0.4887963070298718,False,False
fronto_d1.0,position,cnn_large,mixed,1007,0.01,0.2708333333333333,0.7291666666666666,96,0.0007041546050459146,0.0003077763108640352,nan,0.002818584442138672,0.488868276644792,False,False
fronto_d1.0,position,cnn_large,mixed,1008,0.01,0.2708333333333333,0.7291666666666666,96,0.0007937984773889184,0.0003758246987864396,nan,0.002045154571533203,0.4888343053528257,False,False
fronto_d1.0,position,cnn_large,mixed,1009,0.01,0.3125,0.6875,96,0.0011378292692825198,0.0004058342800601351,nan,0.0017774105072021484,0.4886221766072864,False,False
fronto_d1.0,position+both,free,clean,1000,0.05,0.0625,0.9375,96,0.0154628437012434,3.5223868208446726e-07,nan,0.0009381771087646484,0.4905496573431069,False,False
fronto_d1.0,position+both,free,clean,1001,0.05,0.07291666666666667,0.9270833333333334,96,0.017701536417007446,3.5759907297866673e-07,nan,0.0025873184204101562,0.48994329925333563,False,False
fronto_d1.0,position+both,free,clean,1002,0.05,0.020833333333333332,0.9791666666666666,96,0.014993393793702126,3.41386079455312e-07,nan,0.0005631446838378906,0.49055972623630123,False,False
fronto_d1.0,position+both,free,clean,1003,0.05,0.07291666666666667,0.9270833333333334,96,0.015543138608336449,3.4495697238670295e-07,nan,0.00043702125549316406,0.4906381904373093,False,False
fronto_d1.0,position+both,free,clean,1004,0.05,0.08333333333333333,0.9166666666666666,96,0.017584752291440964,3.334433858471982e-07,nan,0.0013828277587890625,0.4902209288992898,False,False
fronto_d1.0,position+both,free,clean,1005,0.05,0.10416666666666667,0.8958333333333334,96,0.01753467693924904,3.5741904745704354e-07,nan,0.0028100013732910156,0.4906834557210957,False,False
fronto_d1.0,position+both,free,clean,1006,0.05,0.0625,0.9375,96,0.014763608574867249,3.5142647261091746e-07,nan,0.0006113052368164062,0.490718648843756,False,False
fronto_d1.0,position+both,free,clean,1007,0.05,0.041666666666666664,0.9583333333333334,96,0.014629949815571308,3.3878200552401306e-07,nan,0.0009872913360595703,0.49096030071664254,False,False
fronto_d1.0,position+both,free,clean,1008,0.05,0.041666666666666664,0.9583333333333334,96,0.015506542287766933,3.512579420631775e-07,nan,0.0008127689361572266,0.49054884692858436,False,False
fronto_d1.0,position+both,free,clean,1009,0.05,0.09375,0.90625,96,0.015868475660681725,3.5361734088272527e-07,nan,0.000423431396484375,0.4902142336594797,False,False
fronto_d1.0,position+both,free,mixed,1000,0.05,0.3125,0.6875,96,0.01139211468398571,3.4820305109917433e-07,nan,0.0012047290802001953,0.48851022060841753,False,False
fronto_d1.0,position+both,free,mixed,1001,0.05,0.3125,0.6875,96,0.013094544410705566,3.3878960451477323e-07,nan,0.0006661415100097656,0.48764259544070093,False,False
fronto_d1.0,position+both,free,mixed,1002,0.05,0.2916666666666667,0.7083333333333334,96,0.010882748290896416,3.576350672084913e-07,nan,0.0008983612060546875,0.4881930928747072,False,False
fronto_d1.0,position+both,free,mixed,1003,0.05,0.3333333333333333,0.6666666666666666,96,0.011545051820576191,3.4219955021815407e-07,nan,0.0006105899810791016,0.4884821878736634,False,False
fronto_d1.0,position+both,free,mixed,1004,0.05,0.3333333333333333,0.6666666666666666,96,0.013105853460729122,3.418307154275462e-07,nan,0.001050710678100586,0.4880837033330564,False,False
fronto_d1.0,position+both,free,mixed,1005,0.05,0.3541666666666667,0.6458333333333334,96,0.012949702329933643,3.4568757732640364e-07,nan,0.0006105899810791016,0.4885246279348507,False,False
fronto_d1.0,position+both,free,mixed,1006,0.05,0.3020833333333333,0.6979166666666666,96,0.010736661031842232,3.4809213132260445e-07,nan,0.0006184577941894531,0.48851240951747266,False,False
fronto_d1.0,position+both,free,mixed,1007,0.05,0.3020833333333333,0.6979166666666666,96,0.010544680058956146,3.5788692545462476e-07,nan,0.00058746337890625,0.4887939417915878,False,False
fronto_d1.0,position+both,free,mixed,1008,0.05,0.3020833333333333,0.6979166666666666,96,0.011408595368266106,3.30122370208846e-07,nan,0.0007355213165283203,0.48823099760440813,False,False
fronto_d1.0,position+both,free,mixed,1009,0.05,0.3229166666666667,0.6770833333333334,96,0.011771278455853462,3.4783318095686507e-07,nan,0.0010633468627929688,0.4880333883552755,False,False
fronto_d1.0,position+both,cnn_small,clean,1000,0.01,0.052083333333333336,0.9479166666666666,96,0.003575448878109455,2.4652057470282626e-05,nan,0.004235267639160156,0.49075563435580044,False,False
fronto_d1.0,position+both,cnn_small,clean,1001,0.01,0.03125,0.96875,96,0.0024545963387936354,3.22684379556045e-05,nan,0.0018067359924316406,0.4910217337834626,False,False
fronto_d1.0,position+both,cnn_small,clean,1002,0.01,0.041666666666666664,0.9583333333333334,96,0.0037161882501095533,8.045785989743289e-05,nan,0.0014225244522094727,0.4907607576251763,False,False
fronto_d1.0,position+both,cnn_small,clean,1003,0.01,0.041666666666666664,0.9583333333333334,96,0.003263506107032299,4.2500861552398843e-05,nan,0.0015413761138916016,0.4909190728156385,False,False
fronto_d1.0,position+both,cnn_small,clean,1004,0.01,0.0,1.0,96,0.0011553183430805802,2.464452854214808e-05,nan,0.006894826889038086,0.4912117118691222,False,False
fronto_d1.0,position+both,cnn_small,clean,1005,0.01,0.052083333333333336,0.9479166666666666,96,0.004730535671114922,3.5298458220066566e-05,nan,0.0009829998016357422,0.4906281630052095,False,False
fronto_d1.0,position+both,cnn_small,clean,1006,0.01,0.041666666666666664,0.9583333333333334,96,0.0031911879777908325,8.930006408540762e-06,nan,0.00879049301147461,0.49084546984348293,False,False
fronto_d1.0,position+both,cnn_small,clean,1007,0.01,0.020833333333333332,0.9791666666666666,96,0.001335812732577324,5.211799951264768e-05,nan,0.004494190216064453,0.49108250334753695,False,False
fronto_d1.0,position+both,cnn_small,clean,1008,0.01,0.0,1.0,96,0.4297904670238495,0.6295846341789187,nan,0.0002567768096923828,0.0,True,True
fronto_d1.0,position+both,cnn_small,clean,1009,0.01,0.03125,0.96875,96,0.0022209682501852512,1.4008182485501684e-05,nan,0.00348663330078125,0.49096788697137483,False,False
fronto_d1.0,position+both,cnn_small,mixed,1000,0.01,0.28125,0.71875,96,0.0005848155706189573,3.193021545452439e-05,nan,0.0008285045623779297,0.488839262389395,False,False
fronto_d1.0,position+both,cnn_small,mixed,1001,0.01,0.28125,0.71875,96,0.0005986273172311485,1.7878776107654015e-05,nan,0.0011625289916992188,0.4888598514209098,False,False
fronto_d1.0,position+both,cnn_small,mixed,1002,0.01,0.28125,0.71875,96,0.000725038000382483,3.629406089070454e-05,nan,0.0004687309265136719,0.4888550660881452,False,False
fronto_d1.0,position+both,cnn_small,mixed,1003,0.01,0.28125,0.71875,96,0.0007424388313665986,5.186935134750158e-05,nan,0.00041031837463378906,0.4888316720144434,False,False
fronto_d1.0,position+both,cnn_small,mixed,1004,0.01,0.2916666666666667,0.7083333333333334,96,0.0005653661210089922,2.5311657111190794e-05,nan,0.00037288665771484375,0.48886235798030725,False,False
fronto_d1.0,position+both,cnn_small,mixed,1005,0.01,0.28125,0.71875,96,0.0006506934878416359,4.647264213627532e-05,nan,0.0010454654693603516,0.4888576434094592,False,False
fronto_d1.0,position+both,cnn_small,mixed,1006,0.01,0.0,1.0,96,0.42822763323783875,0.6295841838651423,nan,2.2172927856445312e-05,0.0,True,True
fronto_d1.0,position+both,cnn_small,mixed,1007,0.01,0.2916666666666667,0.7083333333333334,96,0.0006030189106240869,3.360434767863344e-06,nan,0.0005202293395996094,0.48888020651878844,False,False
fronto_d1.0,position+both,cnn_small,mixed,1008,0.01,0.28125,0.71875,96,0.0006109524983912706,1.6965671490489813e-05,nan,0.001088857650756836,0.48885326314390254,False,False
fronto_d1.0,position+both,cnn_small,mixed,1009,0.01,0.2916666666666667,0.7083333333333334,96,0.000623030646238476,3.4045643508441036e-05,nan,0.0006475448608398438,0.48887359466358893,False,False
fronto_d1.0,position+both,cnn_large,clean,1000,0.01,0.052083333333333336,0.9479166666666666,96,0.0038422008510679007,0.00043308392808385875,nan,0.003893613815307617,0.4905798632315577,False,False
fronto_d1.0,position+both,cnn_large,clean,1001,0.01,0.0,1.0,96,0.002325385110452771,0.00015998113670381974,nan,0.0003154277801513672,0.49125747786988616,False,False
fronto_d1.0,position+both,cnn_large,clean,1002,0.01,0.0,1.0,96,0.0012627511750906706,0.0001377461115755141,nan,0.0036487579345703125,0.4912447428568044,False,False
fronto_d1.0,position+both,cnn_large,clean,1003,0.01,0.020833333333333332,0.9791666666666666,96,0.0026423197705298662,0.00023724176034327138,nan,0.0047607421875,0.4910503075089372,False,False
fronto_d1.0,position+both,cnn_large,clean,1004,0.01,0.020833333333333332,0.9791666666666666,96,0.004100604448467493,0.0003256976372698044,nan,0.0038547515869140625,0.4910348479467874,False,False
fronto_d1.0,position+both,cnn_large,clean,1005,0.01,0.0,1.0,96,0.43085968494415283,0.6295814819927839,nan,5.269050598144531e-05,0.0,True,True
fronto_d1.0,position+both,cnn_large,clean,1006,0.01,0.08333333333333333,0.9166666666666666,96,0.007240542210638523,6.857900583058346e-05,nan,0.0015671253204345703,0.4902762202956928,False,False
fronto_d1.0,position+both,cnn_large,clean,1007,0.01,0.0,1.0,96,0.43068015575408936,0.6295834333432715,nan,0.00018548965454101562,0.0,True,True
fronto_d1.0,position+both,cnn_large,clean,1008,0.01,0.010416666666666666,0.9895833333333334,96,0.0019627443980425596,0.00010705133929496143,nan,0.0028138160705566406,0.4911798279528022,False,False
fronto_d1.0,position+both,cnn_large,clean,1009,0.01,0.0625,0.9375,96,0.005887171253561974,0.0010846231880433806,nan,0.00331878662109375,0.4906163048739418,False,False
fronto_d1.0,position+both,cnn_large,mixed,1000,0.01,0.2708333333333333,0.7291666666666666,96,0.0011331775458529592,0.00013132160913277018,nan,0.000568389892578125,0.48880694194210417,False,False
fronto_d1.0,position+both,cnn_large,mixed,1001,0.01,0.3125,0.6875,96,0.0010737957200035453,0.00012285376309189065,nan,0.0010118484497070312,0.48870471271027016,False,False
fronto_d1.0,position+both,cnn_large,mixed,1002,0.01,0.28125,0.71875,96,0.000877757731359452,0.00014050353512975598,nan,0.0006575584411621094,0.48885040679004654,False,False
fronto_d1.0,position+both,cnn_large,mixed,1003,0.01,0.2708333333333333,0.7291666666666666,96,0.001047469675540924,7.834437294528339e-05,nan,0.0006573200225830078,0.4888603684889519,False,False
fronto_d1.0,position+both,cnn_large,mixed,1004,0.01,0.3125,0.6875,96,0.0012979722814634442,0.00014970259354871418,nan,0.0005381107330322266,0.4887447427133687,False,False
fronto_d1.0,position+both,cnn_large,mixed,1005,0.01,0.2916666666666667,0.7083333333333334,96,0.0010371959069743752,9.158061368057878e-05,nan,0.0017251968383789062,0.48880294041186945,False,False
fronto_d1.0,position+both,cnn_large,mixed,1006,0.01,0.2604166666666667,0.7395833333333334,96,0.00281324191018939,0.0004002201985520182,nan,0.0012471675872802734,0.48881235954244745,False,False
fronto_d1.0,position+both,cnn_large,mixed,1007,0.01,0.2708333333333333,0.7291666666666666,96,0.0008893003687262535,2.4139588281380912e-05,nan,0.0014946460723876953,0.4888887416703755,False,False
fronto_d1.0,position+both,cnn_large,mixed,1008,0.01,0.2916666666666667,0.7083333333333334,96,0.0008201729506254196,7.078906725225679e-05,nan,0.0006191730499267578,0.4887847602021178,False,False
fronto_d1.0,position+both,cnn_large,mixed,1009,0.01,0.3125,0.6875,96,0.0011697927257046103,4.320259838185086e-05,nan,0.0009813308715820312,0.4887192979853785,False,False
fronto_d1.0,position+conf,free,clean,1000,0.05,0.0,1.0,96,-1.093432903289795,1.548790200460626e-06,nan,0.001710653305053711,0.491316390110285,False,False
fronto_d1.0,position+conf,free,clean,1001,0.05,0.0,1.0,96,-1.092481255531311,1.548790200460626e-06,nan,0.001710653305053711,0.49056268199375136,False,False
fronto_d1.0,position+conf,free,clean,1002,0.05,0.0,1.0,96,-1.0929754972457886,1.548790200460626e-06,nan,0.001710653305053711,0.49081750915062106,False,False
fronto_d1.0,position+conf,free,clean,1003,0.05,0.0,1.0,96,-1.0948411226272583,1.548790200460626e-06,nan,0.001710653305053711,0.4913777215567107,False,False
fronto_d1.0,position+conf,free,clean,1004,0.05,0.0,1.0,96,-1.0922870635986328,1.548790200460626e-06,nan,0.0006248950958251953,0.4912547614399944,False,False
fronto_d1.0,position+conf,free,clean,1005,0.05,0.0,1.0,96,-1.0928447246551514,1.548790200460626e-06,nan,0.001710653305053711,0.49162084312902293,False,False
fronto_d1.0,position+conf,free,clean,1006,0.05,0.0,1.0,96,-1.093990683555603,1.548790200460626e-06,nan,0.0004773139953613281,0.49125485091652665,False,False
fronto_d1.0,position+conf,free,clean,1007,0.05,0.0,1.0,96,-1.094645380973816,1.548790200460626e-06,nan,0.001710653305053711,0.4914997786812754,False,False
fronto_d1.0,position+conf,free,clean,1008,0.05,0.0,1.0,96,-1.0937174558639526,1.548790200460626e-06,nan,0.0006248950958251953,0.4910062740709279,False,False
fronto_d1.0,position+conf,free,clean,1009,0.05,0.0,1.0,96,-1.0930888652801514,1.548790200460626e-06,nan,0.001710653305053711,0.4910062254264056,False,False
fronto_d1.0,position+conf,free,mixed,1000,0.05,0.3020833333333333,0.6979166666666666,96,-1.0798882246017456,1.548790200460626e-06,nan,0.0011599063873291016,0.48890352316346064,False,False
fronto_d1.0,position+conf,free,mixed,1001,0.05,0.2916666666666667,0.7083333333333334,96,-1.0784143209457397,1.548790200460626e-06,nan,0.0017895698547363281,0.4880708454896071,False,False
fronto_d1.0,position+conf,free,mixed,1002,0.05,0.2916666666666667,0.7083333333333334,96,-1.0794402360916138,1.548790200460626e-06,nan,0.0013308525085449219,0.48838408688908114,False,False
fronto_d1.0,position+conf,free,mixed,1003,0.05,0.2916666666666667,0.7083333333333334,96,-1.0802855491638184,1.548790200460626e-06,nan,0.0019409656524658203,0.48892510204680684,False,False
fronto_d1.0,position+conf,free,mixed,1004,0.05,0.2916666666666667,0.7083333333333334,96,-1.078302264213562,1.548790200460626e-06,nan,0.0018224716186523438,0.48880427479888977,False,False
fronto_d1.0,position+conf,free,mixed,1005,0.05,0.3020833333333333,0.6979166666666666,96,-1.078725814819336,1.548790200460626e-06,nan,0.001821279525756836,0.4891842076095249,False,False
fronto_d1.0,position+conf,free,mixed,1006,0.05,0.2916666666666667,0.7083333333333334,96,-1.0805232524871826,1.548790200460626e-06,nan,0.0008568763732910156,0.48881505471196973,False,False
fronto_d1.0,position+conf,free,mixed,1007,0.05,0.2916666666666667,0.7083333333333334,96,-1.0807263851165771,1.548790200460626e-06,nan,0.0012655258178710938,0.48910181355059007,False,False
fronto_d1.0,position+conf,free,mixed,1008,0.05,0.2916666666666667,0.7083333333333334,96,-1.0798892974853516,1.548790200460626e-06,nan,0.0013537406921386719,0.4885380991261183,False,False
fronto_d1.0,position+conf,free,mixed,1009,0.05,0.2916666666666667,0.7083333333333334,96,-1.0791406631469727,1.548790200460626e-06,nan,0.0018470287322998047,0.4885380436968996,False,False
fronto_d1.0,position+conf,cnn_small,clean,1000,0.01,0.08333333333333333,0.9166666666666666,96,-0.7755687832832336,7.386218017408678e-05,nan,0.005493640899658203,0.4903593722112328,False,False
fronto_d1.0,position+conf,cnn_small,clean,1001,0.01,0.0,1.0,96,-0.06851010769605637,0.6290967686054686,nan,5.7697296142578125e-05,0.00039241484590449765,True,True
fronto_d1.0,position+conf,cnn_small,clean,1002,0.01,0.09375,0.90625,96,-0.7172478437423706,0.0001692604032088676,nan,0.005987405776977539,0.4900829339588544,False,False
fronto_d1.0,position+conf,cnn_small,clean,1003,0.01,0.10416666666666667,0.8958333333333334,96,-0.7752190232276917,6.314799162551241e-05,nan,0.0016759634017944336,0.48995258905927236,False,False
fronto_d1.0,position+conf,cnn_small,clean,1004,0.01,0.0625,0.9375,96,-0.6741161942481995,0.00010826773819477186,nan,0.0018832683563232422,0.4904760933351387,False,False
fronto_d1.0,position+conf,cnn_small,clean,1005,0.01,0.07291666666666667,0.9270833333333334,96,-0.6774997115135193,6.641163648312986e-05,nan,0.0011489391326904297,0.49047580194576573,False,False
fronto_d1.0,position+conf,cnn_small,clean,1006,0.01,0.08333333333333333,0.9166666666666666,96,-0.6701430678367615,4.2275878127465136e-05,nan,0.0035750865936279297,0.49026987900836483,False,False
fronto_d1.0,position+conf,cnn_small,clean,1007,0.01,0.08333333333333333,0.9166666666666666,96,-0.6477495431900024,3.246413229988239e-05,nan,0.0016117095947265625,0.49004472762361,False,False
fronto_d1.0,position+conf,cnn_small,clean,1008,0.01,0.0625,0.9375,96,-0.9529797434806824,2.3075856278538193e-07,nan,0.0067636966705322266,0.49050784256924174,False,False
fronto_d1.0,position+conf,cnn_small,clean,1009,0.01,0.13541666666666666,0.8645833333333334,96,-0.7657303214073181,3.061447149331817e-05,nan,0.0028619766235351562,0.489758125393955,False,False
fronto_d1.0,position+conf,cnn_small,mixed,1000,0.01,0.2916666666666667,0.7083333333333334,96,-0.7940089106559753,6.036876117575963e-05,nan,0.0004787445068359375,0.4888131747801452,False,False
fronto_d1.0,position+conf,cnn_small,mixed,1001,0.01,0.28125,0.71875,96,-0.8129614591598511,9.797948498550852e-05,nan,0.003370523452758789,0.4888180297290189,False,False
fronto_d1.0,position+conf,cnn_small,mixed,1002,0.01,0.2708333333333333,0.7291666666666666,96,-0.7171570062637329,6.738884831921368e-05,nan,0.0018875598907470703,0.48884515560012926,False,False
fronto_d1.0,position+conf,cnn_small,mixed,1003,0.01,0.28125,0.71875,96,-0.7802552580833435,2.0532578620474745e-05,nan,0.0020296573638916016,0.4887657767396881,False,False
fronto_d1.0,position+conf,cnn_small,mixed,1004,0.01,0.34375,0.65625,96,-0.5496369004249573,4.512187609578998e-05,nan,0.0026366710662841797,0.48784222595913346,False,False
fronto_d1.0,position+conf,cnn_small,mixed,1005,0.01,0.28125,0.71875,96,-0.6447247862815857,7.142262894146963e-05,nan,0.002560138702392578,0.4888422785202951,False,False
fronto_d1.0,position+conf,cnn_small,mixed,1006,0.01,0.28125,0.71875,96,-0.7504496574401855,2.484699787753915e-05,nan,0.0032536983489990234,0.48885422645164794,False,False
fronto_d1.0,position+conf,cnn_small,mixed,1007,0.01,0.2916666666666667,0.7083333333333334,96,-0.7147338390350342,2.8493477057921527e-05,nan,0.002804994583129883,0.48882497197588964,False,False
fronto_d1.0,position+conf,cnn_small,mixed,1008,0.01,0.28125,0.71875,96,-0.8868265748023987,9.969114390597398e-06,nan,0.001676797866821289,0.4888503580191712,False,False
fronto_d1.0,position+conf,cnn_small,mixed,1009,0.01,0.2708333333333333,0.7291666666666666,96,-0.7360930442810059,1.1431549637166709e-05,nan,0.0032918453216552734,0.48884426723947394,False,False
fronto_d1.0,position+conf,cnn_large,clean,1000,0.01,0.11458333333333333,0.8854166666666666,96,-0.6910815238952637,5.8043184640009275e-05,nan,0.0013499259948730469,0.48806101490997505,False,False
fronto_d1.0,position+conf,cnn_large,clean,1001,0.01,0.0625,0.9375,96,-0.24110116064548492,0.0004139406859613226,nan,0.0020318031311035156,0.49059086556641507,False,False
fronto_d1.0,position+conf,cnn_large,clean,1002,0.01,0.0,1.0,96,0.04544658586382866,0.6295847842836199,nan,0.00032591819763183594,0.0,True,True
fronto_d1.0,position+conf,cnn_large,clean,1003,0.01,0.0,1.0,96,-0.09145963191986084,0.6295850844931856,nan,0.00042247772216796875,0.0,True,True
fronto_d1.0,position+conf,cnn_large,clean,1004,0.01,0.19791666666666666,0.8020833333333334,96,-0.6022104024887085,0.001029481552887784,nan,0.0069234371185302734,0.489442432311625,False,False
fronto_d1.0,position+conf,cnn_large,clean,1005,0.01,0.0,1.0,96,-0.0133674880489707,0.6295846341789187,nan,4.863739013671875e-05,0.0,True,True
fronto_d1.0,position+conf,cnn_large,clean,1006,0.01,0.052083333333333336,0.9479166666666666,96,-0.7904549241065979,8.819878836031911e-05,nan,0.01289820671081543,0.490661047151847,False,False
fronto_d1.0,position+conf,cnn_large,clean,1007,0.01,0.14583333333333334,0.8541666666666666,96,-0.6776183247566223,0.0007016188637212499,nan,0.0050678253173828125,0.48979578628273174,False,False
fronto_d1.0,position+conf,cnn_large,clean,1008,0.01,0.0625,0.9375,96,-0.4897511899471283,0.00012188056419970549,nan,0.0034978389739990234,0.49047077929848004,False,False
fronto_d1.0,position+conf,cnn_large,clean,1009,0.01,0.041666666666666664,0.9583333333333334,96,-0.2874245047569275,0.00024421484641187785,nan,0.005735874176025391,0.49071320651633926,False,False
fronto_d1.0,position+conf,cnn_large,mixed,1000,0.01,0.34375,0.65625,96,-0.7119887471199036,1.909485428583246e-06,nan,0.002269268035888672,0.4886506741966893,False,False
fronto_d1.0,position+conf,cnn_large,mixed,1001,0.01,0.28125,0.71875,96,-0.24724391102790833,0.00016901629313698978,nan,0.0024690628051757812,0.4887474889491465,False,False
fronto_d1.0,position+conf,cnn_large,mixed,1002,0.01,0.0,1.0,96,0.046221110969781876,0.6295841838651423,nan,0.0001919269561767578,0.0,True,True
fronto_d1.0,position+conf,cnn_large,mixed,1003,0.01,0.0,1.0,96,-0.0877213403582573,0.6295846341789187,nan,0.00022077560424804688,0.0,True,True
fronto_d1.0,position+conf,cnn_large,mixed,1004,0.01,0.375,0.625,96,-0.49072062969207764,0.00042101711516395475,nan,0.001649618148803711,0.4875406392312308,False,False
fronto_d1.0,position+conf,cnn_large,mixed,1005,0.01,0.0,1.0,96,0.13617531955242157,0.6295849343883755,nan,0.0002574920654296875,0.0,True,True
fronto_d1.0,position+conf,cnn_large,mixed,1006,0.01,0.2916666666666667,0.7083333333333334,96,-0.5970094799995422,0.0007854511351072476,nan,0.019162893295288086,0.48829075574593206,False,False
fronto_d1.0,position+conf,cnn_large,mixed,1007,0.01,0.3541666666666667,0.6458333333333334,96,-0.4866548180580139,0.00026604718543045674,nan,0.011789321899414062,0.48794646222452087,False,False
fronto_d1.0,position+conf,cnn_large,mixed,1008,0.01,0.0,1.0,96,0.11411906033754349,0.6295846341789187,nan,0.0001652240753173828,0.0,True,True
fronto_d1.0,position+conf,cnn_large,mixed,1009,0.01,0.3125,0.6875,96,-0.2977614402770996,0.00038592131942369047,nan,0.002837657928466797,0.4888173701258917,False,False
fronto_d1.0,position+conf_noclip,free,clean,1000,0.05,0.0,1.0,96,-0.5215423703193665,1.8097770802587314e-06,nan,0.0018422603607177734,0.491315911257524,False,False
fronto_d1.0,position+conf_noclip,free,clean,1001,0.05,0.0,1.0,96,-0.5207032561302185,1.8097770802587314e-06,nan,0.0018422603607177734,0.490562187092238,False,False
fronto_d1.0,position+conf_noclip,free,clean,1002,0.05,0.0,1.0,96,-0.5211359262466431,1.8097770802587314e-06,nan,0.0018422603607177734,0.4908170241181044,False,False
fronto_d1.0,position+conf_noclip,free,clean,1003,0.05,0.0,1.0,96,-0.5220339298248291,1.8097770802587314e-06,nan,0.0018422603607177734,0.49137724948811845,False,False
fronto_d1.0,position+conf_noclip,free,clean,1004,0.05,0.0,1.0,96,-0.5207180976867676,1.8097770802587314e-06,nan,0.0018320083618164062,0.49125426196205024,False,False
