scene,objective,predictor,target,seed,lr,final_loss,rmse_interior,optimizer_gap,settle_frac,pred_std,collapsed,failed
fronto_d0.2,position+grad,cnn_large,clean,900,0.0003,0.0012950485106557608,9.730956217303914e-05,nan,0.003889799118041992,0.09810094845885012,False,False
fronto_d0.2,position+grad,cnn_large,clean,901,0.01,0.00017515620857011527,2.027644307682618e-05,nan,0.002287626266479492,0.09825262058543076,False,False
fronto_d0.2,position+grad,cnn_large,clean,901,0.003,0.0005687471712008119,4.909626934759553e-05,nan,0.0036334991455078125,0.09818993222289103,False,False
fronto_d0.2,position+grad,cnn_large,clean,901,0.001,0.0004950715810991824,6.041209667315929e-05,nan,0.004227161407470703,0.09820844342351591,False,False
fronto_d0.2,position+grad,cnn_large,clean,901,0.0003,0.0011413900647312403,9.825959823120497e-05,nan,0.0008606910705566406,0.09811873716548515,False,False
fronto_d0.2,position+grad,cnn_large,mixed,900,0.01,0.00019539648201316595,1.5938074704021356e-05,nan,0.0012004375457763672,0.09777234839037588,False,False
fronto_d0.2,position+grad,cnn_large,mixed,900,0.003,0.00016627274453639984,1.43481011907585e-05,nan,0.0004863739013671875,0.09778283876946699,False,False
fronto_d0.2,position+grad,cnn_large,mixed,900,0.001,0.00019310647621750832,6.836409255094061e-05,nan,0.0003612041473388672,0.09778065791438983,False,False
fronto_d0.2,position+grad,cnn_large,mixed,900,0.0003,0.0005284952349029481,0.0001203401591230549,nan,0.0012040138244628906,0.09772833237617974,False,False
fronto_d0.2,position+grad,cnn_large,mixed,901,0.01,0.08487674593925476,0.12591635643999036,nan,0.000247955322265625,0.0,True,True
fronto_d0.2,position+grad,cnn_large,mixed,901,0.003,0.00028485042275860906,3.557666530192822e-05,nan,0.0009632110595703125,0.09778269060569829,False,False
fronto_d0.2,position+grad,cnn_large,mixed,901,0.001,0.00018519305740483105,3.406583665367829e-05,nan,0.0005209445953369141,0.09776639042779191,False,False
fronto_d0.2,position+grad,cnn_large,mixed,901,0.0003,0.00033586344216018915,0.00013187592627477424,nan,0.00041484832763671875,0.09776396333040523,False,False
fronto_d0.2,position+normal,cnn_small,clean,900,0.01,5.230237729847431e-05,4.3428276590453094e-07,nan,0.0047719478607177734,0.09823103411720958,False,False
fronto_d0.2,position+normal,cnn_small,clean,900,0.003,0.00023060961393639445,2.1151992877073257e-05,nan,0.0007772445678710938,0.09815115011121077,False,False
fronto_d0.2,position+normal,cnn_small,clean,900,0.001,0.0003463105531409383,6.577567517571296e-05,nan,0.0005495548248291016,0.09810426128714547,False,False
fronto_d0.2,position+normal,cnn_small,clean,900,0.0003,0.000553418998606503,6.0713297298003794e-05,nan,0.0004470348358154297,0.09800796870542496,False,False
fronto_d0.2,position+normal,cnn_small,clean,901,0.01,0.00023875475744716823,9.150995147733412e-06,nan,0.0027704238891601562,0.09814702333974339,False,False
fronto_d0.2,position+normal,cnn_small,clean,901,0.003,0.00028200619271956384,8.407110341705473e-06,nan,0.0011909008026123047,0.09813035076027878,False,False
fronto_d0.2,position+normal,cnn_small,clean,901,0.001,0.0004332910757511854,2.282931562857924e-05,nan,0.0011324882507324219,0.09804549614702619,False,False
fronto_d0.2,position+normal,cnn_small,clean,901,0.0003,0.0006040514563210309,4.8312029398042954e-05,nan,0.00031828880310058594,0.0979701199926816,False,False
fronto_d0.2,position+normal,cnn_small,mixed,900,0.01,7.453424768755212e-05,2.2143247896061335e-05,nan,0.0026273727416992188,0.09776365226289255,False,False
fronto_d0.2,position+normal,cnn_small,mixed,900,0.003,5.344302189769223e-05,3.0932109009130276e-05,nan,0.0007259845733642578,0.09777647447046647,False,False
fronto_d0.2,position+normal,cnn_small,mixed,900,0.001,6.805395241826773e-05,6.194121611697602e-05,nan,0.0006115436553955078,0.09777193611033627,False,False
fronto_d0.2,position+normal,cnn_small,mixed,900,0.0003,9.613843576516956e-05,7.68791719543875e-05,nan,0.00041484832763671875,0.09776068670622667,False,False
fronto_d0.2,position+normal,cnn_small,mixed,901,0.01,3.7326550227589905e-05,1.5460883980950434e-07,nan,0.0006961822509765625,0.09777045716527694,False,False
fronto_d0.2,position+normal,cnn_small,mixed,901,0.003,4.709666973212734e-05,1.749934822213792e-05,nan,0.0009423494338989258,0.09777489935142424,False,False
fronto_d0.2,position+normal,cnn_small,mixed,901,0.001,5.9551042795646936e-05,1.6024402158859197e-05,nan,0.0002586841583251953,0.09776917419010145,False,False
fronto_d0.2,position+normal,cnn_small,mixed,901,0.0003,7.97637112555094e-05,3.5715798403297833e-05,nan,0.00013589859008789062,0.09776690323375498,False,False
fronto_d0.2,position+normal,cnn_large,clean,900,0.01,0.0005140953580848873,5.6318933177207835e-05,nan,0.002384185791015625,0.09800676630733214,False,False
fronto_d0.2,position+normal,cnn_large,clean,900,0.003,0.00024149268574547023,3.1962693393437506e-05,nan,0.0009417533874511719,0.09815413640694258,False,False
fronto_d0.2,position+normal,cnn_large,clean,900,0.001,0.0002775051398202777,8.714099268845063e-05,nan,0.0009894371032714844,0.09813053357348081,False,False
fronto_d0.2,position+normal,cnn_large,clean,900,0.0003,0.0006769437459297478,0.00015581959892755538,nan,0.005697011947631836,0.09796660349805503,False,False
fronto_d0.2,position+normal,cnn_large,clean,901,0.01,0.0003204823879059404,3.7369354936502445e-05,nan,0.0008535385131835938,0.09812299763143334,False,False
fronto_d0.2,position+normal,cnn_large,clean,901,0.003,0.0003357555833645165,3.742313314924459e-05,nan,0.0012683868408203125,0.09812203675183466,False,False
fronto_d0.2,position+normal,cnn_large,clean,901,0.001,0.0002585551992524415,8.121015363296025e-05,nan,0.001971721649169922,0.09814967462912644,False,False
fronto_d0.2,position+normal,cnn_large,clean,901,0.0003,0.0006094258860684931,0.00013682713179874242,nan,0.003070831298828125,0.09798684926918348,False,False
fronto_d0.2,position+normal,cnn_large,mixed,900,0.01,0.08163799345493317,0.125916956856724,nan,0.0004565715789794922,0.0,True,True
fronto_d0.2,position+normal,cnn_large,mixed,900,0.003,7.748465577606112e-05,2.628528133669664e-05,nan,0.0003910064697265625,0.09777705479960472,False,False
fronto_d0.2,position+normal,cnn_large,mixed,900,0.001,0.0001557948999106884,9.342974085312334e-05,nan,0.0009500980377197266,0.09777524919500932,False,False
fronto_d0.2,position+normal,cnn_large,mixed,900,0.0003,0.00028284883592277765,0.00015025250630512141,nan,0.0012743473052978516,0.09771151112152723,False,False
fronto_d0.2,position+normal,cnn_large,mixed,901,0.01,0.0001319705625064671,8.831293517818162e-05,nan,0.0017380714416503906,0.09775277998783743,False,False
fronto_d0.2,position+normal,cnn_large,mixed,901,0.003,0.00010558850772213191,5.5176308869306035e-05,nan,0.0010967254638671875,0.09777498236832087,False,False
fronto_d0.2,position+normal,cnn_large,mixed,901,0.001,9.567170491209254e-05,7.182219131043892e-05,nan,0.001424551010131836,0.09776542544601644,False,False
fronto_d0.2,position+normal,cnn_large,mixed,901,0.0003,0.0002704539801925421,0.00012577277215038737,nan,0.000972747802734375,0.09772563118372479,False,False
fronto_d0.2,position+both,cnn_small,clean,900,0.01,0.0003976824809797108,4.7039916392228536e-06,nan,0.00598907470703125,0.09820176430952526,False,False
fronto_d0.2,position+both,cnn_small,clean,900,0.003,0.00036725751124322414,5.007972221527189e-06,nan,0.0008630752563476562,0.09821378552619395,False,False
fronto_d0.2,position+both,cnn_small,clean,900,0.001,0.0006212561274878681,2.3634912670395216e-05,nan,0.0006937980651855469,0.09818195006187666,False,False
fronto_d0.2,position+both,cnn_small,clean,900,0.0003,0.0015755502972751856,3.511453415866772e-05,nan,0.0005853176116943359,0.09805034581256251,False,False
fronto_d0.2,position+both,cnn_small,clean,901,0.01,0.00028242741245776415,7.850640693008694e-07,nan,0.0011134147644042969,0.09824960908589996,False,False
fronto_d0.2,position+both,cnn_small,clean,901,0.003,0.0003660406218841672,4.197748445564318e-06,nan,0.0020182132720947266,0.09821642252152374,False,False
fronto_d0.2,position+both,cnn_small,clean,901,0.001,0.0010287829209119081,1.1858022471393428e-05,nan,0.0012987852096557617,0.09813313514121923,False,False
fronto_d0.2,position+both,cnn_small,clean,901,0.0003,0.001987223047763109,3.4044399839768284e-05,nan,0.0003707408905029297,0.09797360222964104,False,False
fronto_d0.2,position+both,cnn_small,mixed,900,0.01,0.00013993639731779695,1.1910540262419116e-06,nan,0.000972747802734375,0.09777424228492931,False,False
fronto_d0.2,position+both,cnn_small,mixed,900,0.003,0.00010650794865796342,9.740943312398944e-06,nan,0.0006866455078125,0.09777798077223572,False,False
fronto_d0.2,position+both,cnn_small,mixed,900,0.001,0.0001523209357401356,5.198404912939216e-06,nan,0.0003039836883544922,0.09777597853817077,False,False
fronto_d0.2,position+both,cnn_small,mixed,900,0.0003,0.00025752067449502647,5.936535816369423e-05,nan,0.0001239776611328125,0.09775373425878764,False,False
fronto_d0.2,position+both,cnn_small,mixed,901,0.01,0.00011567428009584546,1.0392963955007761e-06,nan,0.0005710124969482422,0.09777450546431822,False,False
fronto_d0.2,position+both,cnn_small,mixed,901,0.003,0.00012469367356970906,6.224343303326573e-06,nan,0.0003790855407714844,0.09778192377230406,False,False
fronto_d0.2,position+both,cnn_small,mixed,901,0.001,0.000127865670947358,1.0649470605014258e-05,nan,0.0018918514251708984,0.09778246413101847,False,False
fronto_d0.2,position+both,cnn_small,mixed,901,0.0003,0.00020816538017243147,3.181558510867092e-05,nan,0.0008189678192138672,0.09777589263284252,False,False
fronto_d0.2,position+both,cnn_large,clean,900,0.01,0.08515015989542007,0.1259162063364882,nan,0.0011408329010009766,0.0,True,True
fronto_d0.2,position+both,cnn_large,clean,900,0.003,0.00017667243082541972,2.0047722812959978e-05,nan,0.0004601478576660156,0.09825104701985957,False,False
fronto_d0.2,position+both,cnn_large,clean,900,0.001,0.0005025987047702074,0.0001062884890543438,nan,0.0035059452056884766,0.09822088037798607,False,False
fronto_d0.2,position+both,cnn_large,clean,900,0.0003,0.0015408523613587022,0.00013404439256300588,nan,0.004010200500488281,0.09806926511920765,False,False
fronto_d0.2,position+both,cnn_large,clean,901,0.01,0.000329136208165437,2.0444366834899926e-05,nan,0.008519887924194336,0.09821681144950985,False,False
fronto_d0.2,position+both,cnn_large,clean,901,0.003,0.0003555508446879685,4.829699276140821e-05,nan,0.0031769275665283203,0.09822560169041297,False,False
fronto_d0.2,position+both,cnn_large,clean,901,0.001,0.0006832825602032244,5.983742195757083e-05,nan,0.0010204315185546875,0.09817743353824869,False,False
fronto_d0.2,position+both,cnn_large,clean,901,0.0003,0.0010732816299423575,9.994741063450082e-05,nan,0.002218484878540039,0.09812173218146467,False,False
fronto_d0.2,position+both,cnn_large,mixed,900,0.01,0.0002406231506029144,1.402988010720582e-05,nan,0.0008749961853027344,0.09775812878143235,False,False
fronto_d0.2,position+both,cnn_large,mixed,900,0.003,0.000133230205392465,1.857077865172507e-05,nan,0.0005519390106201172,0.0977690848435445,False,False
fronto_d0.2,position+both,cnn_large,mixed,900,0.001,0.00018878943228628486,6.303940603491612e-05,nan,0.0005054473876953125,0.0977865673123424,False,False
fronto_d0.2,position+both,cnn_large,mixed,900,0.0003,0.0005576355615630746,8.749597908181683e-05,nan,0.0009799003601074219,0.09772465301196229,False,False
fronto_d0.2,position+both,cnn_large,mixed,901,0.01,0.0002510319172870368,2.7588035854299206e-05,nan,0.0008821487426757812,0.0977679905958582,False,False
fronto_d0.2,position+both,cnn_large,mixed,901,0.003,0.00017764557560440153,1.990208760413057e-05,nan,0.0009322166442871094,0.09777617644086974,False,False
fronto_d0.2,position+both,cnn_large,mixed,901,0.001,0.0001736166450427845,3.35329039678366e-05,nan,0.00024437904357910156,0.09776478022348775,False,False
fronto_d0.2,position+both,cnn_large,mixed,901,0.0003,0.0004499796195887029,0.00011569296916389103,nan,0.0012969970703125,0.09772704803770459,False,False
fronto_d0.2,position+conf,cnn_small,clean,900,0.01,-1.0564311742782593,3.704700013604491e-08,nan,0.0042569637298583984,0.09824166934539585,False,False
fronto_d0.2,position+conf,cnn_small,clean,900,0.003,-0.5228195786476135,1.8486504161682856e-05,nan,0.001341104507446289,0.09819968325183404,False,False
fronto_d0.2,position+conf,cnn_small,clean,900,0.001,-0.23510798811912537,6.287890399033265e-05,nan,0.0013947486877441406,0.09810853519869045,False,False
fronto_d0.2,position+conf,cnn_small,clean,900,0.0003,-0.16225562989711761,8.54323166635809e-05,nan,0.0007176399230957031,0.09799875951967461,False,False
fronto_d0.2,position+conf,cnn_small,clean,901,0.01,-0.9561402797698975,1.771669815333611e-05,nan,0.0019979476928710938,0.09805328035244502,False,False
fronto_d0.2,position+conf,cnn_small,clean,901,0.003,-0.5186126232147217,2.3534064162935028e-05,nan,0.003255605697631836,0.09816878904808751,False,False
fronto_d0.2,position+conf,cnn_small,clean,901,0.001,-0.23397523164749146,3.182242408367269e-05,nan,0.0011289119720458984,0.09806989280826267,False,False
fronto_d0.2,position+conf,cnn_small,clean,901,0.0003,-0.16187183558940887,5.652257349956882e-05,nan,0.0007212162017822266,0.09798644389769812,False,False
fronto_d0.2,position+conf,cnn_small,mixed,900,0.01,-1.0516315698623657,1.5460883980950434e-07,nan,0.0019752979278564453,0.09777929513552099,False,False
fronto_d0.2,position+conf,cnn_small,mixed,900,0.003,-0.5219354629516602,3.863459490439332e-05,nan,0.0009107589721679688,0.0977737333635195,False,False
fronto_d0.2,position+conf,cnn_small,mixed,900,0.001,-0.23538735508918762,6.322546325975971e-05,nan,0.0004947185516357422,0.09776981434537063,False,False
fronto_d0.2,position+conf,cnn_small,mixed,900,0.0003,-0.16315138339996338,7.461225877449078e-05,nan,0.00038504600524902344,0.09775679292903328,False,False
fronto_d0.2,position+conf,cnn_small,mixed,901,0.01,-1.077260136604309,1.5460883980950434e-07,nan,0.00429987907409668,0.09777394384436817,False,False
fronto_d0.2,position+conf,cnn_small,mixed,901,0.003,-0.5209535956382751,2.2538343359337338e-05,nan,0.0010436773300170898,0.09777557651645963,False,False
fronto_d0.2,position+conf,cnn_small,mixed,901,0.001,-0.2348232865333557,1.4690512077840987e-05,nan,0.0005239248275756836,0.0977729276842297,False,False
fronto_d0.2,position+conf,cnn_small,mixed,901,0.0003,-0.16289450228214264,4.441907018260483e-05,nan,0.0009703636169433594,0.09777143329993647,False,False
fronto_d0.2,position+conf,cnn_large,clean,900,0.01,-1.0525233745574951,4.376714820818993e-06,nan,0.0057697296142578125,0.09823484550775634,False,False
fronto_d0.2,position+conf,cnn_large,clean,900,0.003,-0.5217509865760803,1.0803998082908737e-05,nan,0.0022292137145996094,0.09824500846141827,False,False
fronto_d0.2,position+conf,cnn_large,clean,900,0.001,-0.23635737597942352,0.00011066756950556984,nan,0.004506111145019531,0.09812852820861752,False,False
fronto_d0.2,position+conf,cnn_large,clean,900,0.0003,-0.1620294451713562,0.00015796344982807207,nan,0.0018930435180664062,0.0978721425766078,False,False
fronto_d0.2,position+conf,cnn_large,clean,901,0.01,-0.9456524848937988,1.3590453072251957e-06,nan,0.003988742828369141,0.09812488875393441,False,False
fronto_d0.2,position+conf,cnn_large,clean,901,0.003,-0.5094506144523621,1.096573849329517e-05,nan,0.006353855133056641,0.098197245128492,False,False
fronto_d0.2,position+conf,cnn_large,clean,901,0.001,-0.23637324571609497,7.057643864154985e-05,nan,0.001163482666015625,0.09817021252608334,False,False
fronto_d0.2,position+conf,cnn_large,clean,901,0.0003,-0.162553071975708,0.00014184341725801514,nan,0.0028884410858154297,0.0979744154167319,False,False
fronto_d0.2,position+conf,cnn_large,mixed,900,0.01,-0.8274616003036499,2.682176379767336e-07,nan,0.019818544387817383,0.09776397781945094,False,False
fronto_d0.2,position+conf,cnn_large,mixed,900,0.003,-0.5189030170440674,1.6296217870453603e-05,nan,0.0022363662719726562,0.09778087389140064,False,False
fronto_d0.2,position+conf,cnn_large,mixed,900,0.001,-0.2364492565393448,7.555561267253005e-05,nan,0.0005233287811279297,0.0977722048614999,False,False
fronto_d0.2,position+conf,cnn_large,mixed,900,0.0003,-0.16297180950641632,0.00016090745193417697,nan,0.0010037422180175781,0.09771058285723552,False,False
fronto_d0.2,position+conf,cnn_large,mixed,901,0.01,-0.5264280438423157,0.125916956856724,nan,0.0003123283386230469,0.0,True,True
fronto_d0.2,position+conf,cnn_large,mixed,901,0.003,-0.5109540820121765,1.0373378514169707e-05,nan,0.0006103515625,0.09778257200098511,False,False
fronto_d0.2,position+conf,cnn_large,mixed,901,0.001,-0.2368357926607132,7.512578388509774e-05,nan,0.0014042854309082031,0.09776232789206919,False,False
fronto_d0.2,position+conf,cnn_large,mixed,901,0.0003,-0.16300688683986664,0.00013842029126007174,nan,0.0008118152618408203,0.09769648146494062,False,False
fronto_d0.2,position+conf_noclip,cnn_small,clean,900,0.01,-0.3424963057041168,7.932237529512949e-07,nan,0.007777214050292969,0.0982318629611718,False,False
fronto_d0.2,position+conf_noclip,cnn_small,clean,900,0.003,-0.15310417115688324,2.301706188758097e-05,nan,0.0018763542175292969,0.09819246418295066,False,False
fronto_d0.2,position+conf_noclip,cnn_small,clean,900,0.001,-0.023345496505498886,6.387167548967124e-05,nan,0.0010657310485839844,0.0981301713700376,False,False
fronto_d0.2,position+conf_noclip,cnn_small,clean,900,0.0003,0.04177330806851387,3.193835075275148e-05,nan,0.00049591064453125,0.09799493495440853,False,False
fronto_d0.2,position+conf_noclip,cnn_small,clean,901,0.01,-0.3346811532974243,6.072715469533464e-06,nan,0.0020110607147216797,0.09809826817971716,False,False
fronto_d0.2,position+conf_noclip,cnn_small,clean,901,0.003,-0.1532454788684845,3.2276724736963057e-05,nan,0.002554655075073242,0.09815107134510326,False,False
fronto_d0.2,position+conf_noclip,cnn_small,clean,901,0.001,-0.02301933988928795,2.5656639073854396e-05,nan,0.0008785724639892578,0.0980323957405473,False,False
fronto_d0.2,position+conf_noclip,cnn_small,clean,901,0.0003,0.04185421019792557,3.79994042562185e-05,nan,0.0007450580596923828,0.09797135633181894,False,False
fronto_d0.2,position+conf_noclip,cnn_small,mixed,900,0.01,-0.34182459115982056,4.0751700287660235e-07,nan,0.0019180774688720703,0.09777928617372167,False,False
fronto_d0.2,position+conf_noclip,cnn_small,mixed,900,0.003,-0.15314100682735443,3.138284770915144e-05,nan,0.000667572021484375,0.09777598073451928,False,False
fronto_d0.2,position+conf_noclip,cnn_small,mixed,900,0.001,-0.023523949086666107,6.484296953151523e-05,nan,0.0012803077697753906,0.0977636460011278,False,False
fronto_d0.2,position+conf_noclip,cnn_small,mixed,900,0.0003,0.04145229607820511,7.366368825455849e-05,nan,0.00030040740966796875,0.09775459790040558,False,False
fronto_d0.2,position+conf_noclip,cnn_small,mixed,901,0.01,-0.34233126044273376,3.024865827300833e-07,nan,0.0019085407257080078,0.09777249515488352,False,False
fronto_d0.2,position+conf_noclip,cnn_small,mixed,901,0.003,-0.15357521176338196,4.1993335369047375e-05,nan,0.0004112720489501953,0.09776618890521388,False,False
fronto_d0.2,position+conf_noclip,cnn_small,mixed,901,0.001,-0.023467807099223137,8.35731588659292e-06,nan,0.0007045269012451172,0.09777390063911469,False,False
fronto_d0.2,position+conf_noclip,cnn_small,mixed,901,0.0003,0.04150427505373955,4.2191708206521764e-05,nan,0.0005090236663818359,0.09777426298236672,False,False
fronto_d0.2,position+conf_noclip,cnn_large,clean,900,0.01,-0.3372955024242401,4.242287011010658e-05,nan,0.0013446807861328125,0.09816099988251731,False,False
fronto_d0.2,position+conf_noclip,cnn_large,clean,900,0.003,-0.15496112406253815,1.4037262053752253e-05,nan,0.0021409988403320312,0.09819005669578988,False,False
fronto_d0.2,position+conf_noclip,cnn_large,clean,900,0.001,-0.024380233138799667,7.902379064757037e-05,nan,0.001995563507080078,0.09814090865002403,False,False
fronto_d0.2,position+conf_noclip,cnn_large,clean,900,0.0003,0.04160768538713455,0.00016906586490204444,nan,0.003203153610229492,0.0979682731783448,False,False
fronto_d0.2,position+conf_noclip,cnn_large,clean,901,0.01,-0.3238902986049652,5.438434970481718e-06,nan,0.014265775680541992,0.09822904912321632,False,False
fronto_d0.2,position+conf_noclip,cnn_large,clean,901,0.003,-0.1545933187007904,2.4689766621961293e-05,nan,0.0022292137145996094,0.09814713474365838,False,False
fronto_d0.2,position+conf_noclip,cnn_large,clean,901,0.001,-0.024151571094989777,7.646520383354547e-05,nan,0.0016379356384277344,0.09815942635845291,False,False
fronto_d0.2,position+conf_noclip,cnn_large,clean,901,0.0003,0.041582029312849045,0.00013867607804863782,nan,0.0030875205993652344,0.09794673552026607,False,False
fronto_d0.2,position+conf_noclip,cnn_large,mixed,900,0.01,-0.34069153666496277,2.109291275238158e-07,nan,0.0016069412231445312,0.09774788498531657,False,False
fronto_d0.2,position+conf_noclip,cnn_large,mixed,900,0.003,-0.15573421120643616,2.1945648465883097e-05,nan,0.0005352497100830078,0.097768186653523,False,False
fronto_d0.2,position+conf_noclip,cnn_large,mixed,900,0.001,-0.024549536406993866,8.367411965782499e-05,nan,0.00046133995056152344,0.09777245932171856,False,False
fronto_d0.2,position+conf_noclip,cnn_large,mixed,900,0.0003,0.04135730117559433,0.00016143105869851569,nan,0.0008249282836914062,0.09770141786448183,False,False
fronto_d0.2,position+conf_noclip,cnn_large,mixed,901,0.01,-0.32083794474601746,2.3272000820667177e-05,nan,0.001844167709350586,0.09774729016721541,False,False
fronto_d0.2,position+conf_noclip,cnn_large,mixed,901,0.003,-0.15514956414699554,3.23488655837639e-05,nan,0.0014865398406982422,0.09777294625772878,False,False
fronto_d0.2,position+conf_noclip,cnn_large,mixed,901,0.001,-0.024238456040620804,8.08645603500497e-05,nan,0.0008702278137207031,0.09776141521688589,False,False
fronto_d0.2,position+conf_noclip,cnn_large,mixed,901,0.0003,0.04132697358727455,0.0001163134815763268,nan,0.001430511474609375,0.09771898234871,False,False
fronto_d0.2,position_squared,cnn_small,clean,900,0.01,4.991008154320298e-06,3.326078878160235e-05,nan,0.0008237361907958984,0.0982143519181787,False,False
fronto_d0.2,position_squared,cnn_small,clean,900,0.003,8.94940512807807e-06,8.42706243699716e-05,nan,0.0004887580871582031,0.09818867029105358,False,False
fronto_d0.2,position_squared,cnn_small,clean,900,0.001,1.289267856918741e-05,6.769066414588031e-05,nan,0.0005841255187988281,0.09819163363435601,False,False
fronto_d0.2,position_squared,cnn_small,clean,900,0.0003,1.9554161553969607e-05,0.00018114124804780203,nan,0.00039577484130859375,0.09817759279082397,False,False
fronto_d0.2,position_squared,cnn_small,clean,901,0.01,1.0307807315257378e-05,2.1835450825189375e-05,nan,0.0005710124969482422,0.0981948530774552,False,False
fronto_d0.2,position_squared,cnn_small,clean,901,0.003,1.2071190212736838e-05,2.1112567680214526e-05,nan,0.0010085105895996094,0.09818447645958167,False,False
fronto_d0.2,position_squared,cnn_small,clean,901,0.001,8.26743143989006e-06,7.97450534333961e-05,nan,0.00064849853515625,0.09819650138993828,False,False
fronto_d0.2,position_squared,cnn_small,clean,901,0.0003,1.2578115274664015e-05,8.400438641869796e-05,nan,0.0012922286987304688,0.09816414823273838,False,False
fronto_d0.2,position_squared,cnn_small,mixed,900,0.01,2.820051747676189e-07,1.3988460861226359e-05,nan,0.0001430511474609375,0.09777427227290084,False,False
fronto_d0.2,position_squared,cnn_small,mixed,900,0.003,4.5678871174459346e-07,3.55136853518346e-05,nan,8.821487426757812e-05,0.09777251693400674,False,False
fronto_d0.2,position_squared,cnn_small,mixed,900,0.001,3.920466440376913e-07,6.363979039403746e-05,nan,6.794929504394531e-05,0.09777446930736289,False,False
fronto_d0.2,position_squared,cnn_small,mixed,900,0.0003,5.976295369691798e-07,0.00010641703671461356,nan,4.649162292480469e-05,0.09777137812983817,False,False
fronto_d0.2,position_squared,cnn_small,mixed,901,0.01,3.09265004716508e-07,7.179406369717379e-06,nan,0.0002014636993408203,0.0977797912740802,False,False
fronto_d0.2,position_squared,cnn_small,mixed,901,0.003,3.0003400297573535e-07,3.007075854185678e-05,nan,5.245208740234375e-05,0.09777427543520965,False,False
fronto_d0.2,position_squared,cnn_small,mixed,901,0.001,2.3348316346982756e-07,5.185583526007644e-05,nan,0.00013947486877441406,0.09777829566454892,False,False
fronto_d0.2,position_squared,cnn_small,mixed,901,0.0003,4.7235548095159174e-07,6.824875224824628e-05,nan,4.172325134277344e-05,0.09777397658126816,False,False
fronto_d0.2,position_squared,cnn_large,clean,900,0.01,1.9543522284948267e-05,0.0006732183763338295,nan,0.002230405807495117,0.09816779592965195,False,False
fronto_d0.2,position_squared,cnn_large,clean,900,0.003,8.395238182856701e-06,0.00022624436328501826,nan,0.001550912857055664,0.09818513816529492,False,False
fronto_d0.2,position_squared,cnn_large,clean,900,0.001,3.2055099836725276e-06,0.0002418485868965841,nan,0.001430511474609375,0.09824872580550816,False,False
fronto_d0.2,position_squared,cnn_large,clean,900,0.0003,7.303607162612025e-06,0.0002208049254437786,nan,0.0031495094299316406,0.09819382765042706,False,False
fronto_d0.2,position_squared,cnn_large,clean,901,0.01,0.00017667845531832427,0.002930925408247196,nan,0.0006175041198730469,0.09740025266093394,False,False
fronto_d0.2,position_squared,cnn_large,clean,901,0.003,3.042330490643508e-06,0.0002650212513791132,nan,0.0008261203765869141,0.0982284648167708,False,False
fronto_d0.2,position_squared,cnn_large,clean,901,0.001,7.554440344392788e-06,0.00020592998187624132,nan,0.0011026859283447266,0.09822078751519187,False,False
fronto_d0.2,position_squared,cnn_large,clean,901,0.0003,1.1717452252923977e-05,0.000310102076467941,nan,0.0011146068572998047,0.09822038860451948,False,False
fronto_d0.2,position_squared,cnn_large,mixed,900,0.01,3.4054330626531737e-06,0.00029053231571298573,nan,0.0016951560974121094,0.09772850965436575,False,False
fronto_d0.2,position_squared,cnn_large,mixed,900,0.003,8.884885573934298e-07,0.00015231154174077927,nan,0.0003552436828613281,0.09775925445126517,False,False
fronto_d0.2,position_squared,cnn_large,mixed,900,0.001,2.3806215665445052e-07,0.0001399829126023417,nan,0.0002646446228027344,0.09777157562147329,False,False
fronto_d0.2,position_squared,cnn_large,mixed,900,0.0003,3.9391954942402663e-07,0.00014955445988836915,nan,0.00030517578125,0.09777531167683758,False,False
fronto_d0.2,position_squared,cnn_large,mixed,901,0.01,0.00010251969797536731,0.003934748523547411,nan,0.0018167495727539062,0.09689673047066723,False,False
fronto_d0.2,position_squared,cnn_large,mixed,901,0.003,3.0860081778882886e-07,0.00014160323787121686,nan,0.0002932548522949219,0.09777031755663299,False,False
fronto_d0.2,position_squared,cnn_large,mixed,901,0.001,6.240078960217943e-07,0.00017524975697972466,nan,0.00023126602172851562,0.09776606493905117,False,False
fronto_d0.2,position_squared,cnn_large,mixed,901,0.0003,5.933051738793438e-07,0.00020504747516519693,nan,0.0003337860107421875,0.09777744212610338,False,False
fronto_d1.0,position,cnn_small,clean,900,0.01,0.0006799923721700907,0.00013684277475276802,nan,0.003876924514770508,0.4909478554181813,False,False
fronto_d1.0,position,cnn_small,clean,900,0.003,0.001549536013044417,0.0001805446054433047,nan,0.0009725093841552734,0.490498583750485,False,False
fronto_d1.0,position,cnn_small,clean,900,0.001,0.002403848571702838,0.00027537260837574374,nan,0.00039005279541015625,0.49013947617017495,False,False
fronto_d1.0,position,cnn_small,clean,900,0.0003,0.0034784229937940836,0.00028990204197905384,nan,0.00039315223693847656,0.48942824747325736,False,False
fronto_d1.0,position,cnn_small,clean,901,0.01,0.0008311743731610477,3.295565386431107e-05,nan,0.0013527870178222656,0.49081890696763203,False,False
fronto_d1.0,position,cnn_small,clean,901,0.003,0.0020578729454427958,6.273290714953272e-05,nan,0.0018076896667480469,0.490151827852942,False,False
fronto_d1.0,position,cnn_small,clean,901,0.001,0.0023308731615543365,6.054499683343439e-05,nan,0.0009169578552246094,0.4900144392722051,False,False
fronto_d1.0,position,cnn_small,clean,901,0.0003,0.009159298613667488,0.00019653077776599385,nan,0.00047898292541503906,0.4854389559498602,False,False
