scene,absrel_static_a,absrel_static_b,absrel_dyn_a,absrel_dyn_b,absrel_all_a,absrel_all_b
alley_1,0.30839255452156067,0.31895995885133743,0.1155970748513937,0.11713864840567112,0.48351772129535675,0.49010128527879715
cave_2,0.7908716797828674,0.7984897196292877,0.16823986545205116,0.16886171326041222,0.9299350678920746,0.9319420754909515
market_2,0.40785304456949234,0.4094862714409828,0.12007278203964233,0.11955206096172333,0.5957285910844803,0.5959365218877792
market_5,0.4638247936964035,0.465334489941597,0.14258986711502075,0.14357329905033112,0.5053554400801659,0.5070511102676392
ambush_4,0.6345518678426743,0.6257666423916817,0.07916451245546341,0.07925453037023544,0.6987466663122177,0.6831955388188362
temple_3,0.6768596433103085,0.6768565997481346,1.2552842050790787,1.2559233158826828,1.2216859012842178,1.2224655747413635
ambush_2,2.326804608106613,2.338016092777252,0.5638760775327682,0.5634142383933067,5.531322598457336,5.465322852134705
cave_4,0.50233543664217,0.5030231699347496,0.21510493382811546,0.21497882902622223,0.3482406437397003,0.3474844619631767
shaman_2,0.36055340990424156,0.3611055314540863,0.050356524996459484,0.050377776846289635,0.9904530346393585,0.9848475605249405
